ticket_id,customer_id,created_at,channel,language,subject,description,status,sla_breached
TKT-20502,C-45387,2026-06-06T19:12:00,phone,en,Bulk edit for inventory,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20503,C-35448,2026-06-07T16:17:00,phone,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,true
TKT-20504,C-36319,2026-06-22T11:12:00,email,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20505,C-35056,2026-07-31T14:55:00,chat,en,Invoice not received,I was charged 51 but my order total was 99. Please investigate and refund the difference.,solved,false
TKT-20506,C-37781,2026-07-25T12:46:00,email,fr,Facture non reçue,J'ai été facturé 398€ alors que le total était de 275€. Merci d'examiner et de rembourser.,open,false
TKT-20507,C-48951,2026-07-02T17:33:00,phone,fr,Suivi bloqué,Ma commande #78952 devait arriver le 2026-07-20 mais a maintenant 8 jours de retard. Toujours 'en transit'.,solved,false
TKT-20508,C-34941,2026-07-04T18:23:00,email,en,Package delayed,My order #70540 was supposed to arrive on 2026-07-20 but it's now 6 days late. Status still says 'in transit'.,pending,false
TKT-20509,C-45324,2026-06-10T12:58:00,email,fr,Problème d'abonnement,J'ai été facturé 222€ alors que le total était de 96€. Merci d'examiner et de rembourser.,solved,false
TKT-20510,C-25616,2026-07-01T11:45:00,in_app,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20511,C-45902,2026-07-26T11:42:00,chat,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20512,C-36047,2026-06-22T17:33:00,in_app,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,true
TKT-20513,C-34100,2026-07-27T10:36:00,phone,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,true
TKT-20514,C-20720,2026-06-29T17:01:00,in_app,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20515,C-48446,2026-07-04T12:35:00,email,en,Damaged on arrival,My order #50627 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,solved,false
TKT-20516,C-24819,2026-07-17T16:57:00,chat,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20517,C-14035,2026-07-28T20:44:00,chat,en,Subscription renewal issue,I was charged 380 but my order total was 54. Please investigate and refund the difference.,solved,false
TKT-20518,C-32415,2026-06-10T12:59:00,chat,en,Wrong amount charged,I was charged 371 but my order total was 137. Please investigate and refund the difference.,solved,false
TKT-20519,C-20950,2026-07-27T10:54:00,email,en,Invoice not received,I was charged 386 but my order total was 285. Please investigate and refund the difference.,solved,false
TKT-20520,C-46954,2026-06-20T15:52:00,in_app,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
